userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000189064	GAGE2A	G antigen 2A	729447	https://www.ncbi.nlm.nih.gov/gene/?term=729447
ENSG00000125820	NKX2-2	NK2 homeobox 2	4821	https://www.ncbi.nlm.nih.gov/gene/?term=4821
ENSG00000202111	VTRNA1-2	vault RNA 1-2	56663	https://www.ncbi.nlm.nih.gov/gene/?term=56663
ENSG00000138435	CHRNA1	cholinergic receptor nicotinic alpha 1 subunit	1134	https://www.ncbi.nlm.nih.gov/gene/?term=1134
ENSG00000197901	SLC22A6	solute carrier family 22 member 6	9356	https://www.ncbi.nlm.nih.gov/gene/?term=9356
ENSG00000184478	OR56A3	olfactory receptor family 56 subfamily A member 3	390083	https://www.ncbi.nlm.nih.gov/gene/?term=390083
ENSG00000236268	LINC01361	long intergenic non-protein coding RNA 1361	101927498	https://www.ncbi.nlm.nih.gov/gene/?term=101927498
ENSG00000234068	PAGE2	PAGE family member 2	203569	https://www.ncbi.nlm.nih.gov/gene/?term=203569
ENSG00000112273	HDGFL1	HDGF like 1	154150	https://www.ncbi.nlm.nih.gov/gene/?term=154150
ENSG00000255120	OVOL1-AS1	OVOL1 antisense RNA 1	101927828	https://www.ncbi.nlm.nih.gov/gene/?term=101927828
ENSG00000137745	MMP13	matrix metallopeptidase 13	4322	https://www.ncbi.nlm.nih.gov/gene/?term=4322
ENSG00000169551	CT55	cancer/testis antigen 55	54967	https://www.ncbi.nlm.nih.gov/gene/?term=54967
ENSG00000154143	PANX3	pannexin 3	116337	https://www.ncbi.nlm.nih.gov/gene/?term=116337
ENSG00000158022	TRIM63	tripartite motif containing 63	84676	https://www.ncbi.nlm.nih.gov/gene/?term=84676
ENSG00000072041	SLC6A15	solute carrier family 6 member 15	55117	https://www.ncbi.nlm.nih.gov/gene/?term=55117
ENSG00000148513	ANKRD30A	ankyrin repeat domain 30A	91074	https://www.ncbi.nlm.nih.gov/gene/?term=91074
ENSG00000258128	MKRN9P	makorin ring finger protein 9, pseudogene	400058	https://www.ncbi.nlm.nih.gov/gene/?term=400058
ENSG00000261742	LINC00922	long intergenic non-protein coding RNA 922	283867	https://www.ncbi.nlm.nih.gov/gene/?term=283867
ENSG00000274391	TPTE	transmembrane phosphatase with tensin homology	7179	https://www.ncbi.nlm.nih.gov/gene/?term=7179
ENSG00000248837	LOC105374524	uncharacterized LOC105374524	105374524	https://www.ncbi.nlm.nih.gov/gene/?term=105374524
ENSG00000146352	CLVS2	clavesin 2	134829	https://www.ncbi.nlm.nih.gov/gene/?term=134829
ENSG00000231431	LOC440910	uncharacterized LOC440910	440910	https://www.ncbi.nlm.nih.gov/gene/?term=440910
ENSG00000105675	ATP4A	ATPase H+/K+ transporting subunit alpha	495	https://www.ncbi.nlm.nih.gov/gene/?term=495
ENSG00000229404	LINC00858	long intergenic non-protein coding RNA 858	170425	https://www.ncbi.nlm.nih.gov/gene/?term=170425
ENSG00000102683	SGCG	sarcoglycan gamma	6445	https://www.ncbi.nlm.nih.gov/gene/?term=6445
ENSG00000244234	GMCL2	germ cell-less, spermatogenesis associated 2	64396	https://www.ncbi.nlm.nih.gov/gene/?term=64396
ENSG00000268696	ZNF723	zinc finger protein 723	646864	https://www.ncbi.nlm.nih.gov/gene/?term=646864
ENSG00000144285	SCN1A	sodium voltage-gated channel alpha subunit 1	6323	https://www.ncbi.nlm.nih.gov/gene/?term=6323
ENSG00000227128	LBX1-AS1	LBX1 antisense RNA 1	399806	https://www.ncbi.nlm.nih.gov/gene/?term=399806
ENSG00000168928	CTRB2	chymotrypsinogen B2	440387	https://www.ncbi.nlm.nih.gov/gene/?term=440387
ENSG00000230978	LINC00160	long intergenic non-protein coding RNA 160	54064	https://www.ncbi.nlm.nih.gov/gene/?term=54064
ENSG00000152954	NRSN1	neurensin 1	140767	https://www.ncbi.nlm.nih.gov/gene/?term=140767
ENSG00000241104	LOC284344	uncharacterized LOC284344	284344	https://www.ncbi.nlm.nih.gov/gene/?term=284344
ENSG00000177910	SPATA31C2	SPATA31 subfamily C member 2	645961	https://www.ncbi.nlm.nih.gov/gene/?term=645961
ENSG00000205212	CCDC144NL	coiled-coil domain containing 144 family, N-terminal like	339184	https://www.ncbi.nlm.nih.gov/gene/?term=339184
ENSG00000124260	MAGEA10	MAGE family member A10	4109	https://www.ncbi.nlm.nih.gov/gene/?term=4109
ENSG00000196228	SULT1C3	sulfotransferase family 1C member 3	442038	https://www.ncbi.nlm.nih.gov/gene/?term=442038
ENSG00000170950	PGK2	phosphoglycerate kinase 2	5232	https://www.ncbi.nlm.nih.gov/gene/?term=5232
ENSG00000229544	NKX1-2	NK1 homeobox 2	390010	https://www.ncbi.nlm.nih.gov/gene/?term=390010
ENSG00000182938	OTOP3	otopetrin 3	347741	https://www.ncbi.nlm.nih.gov/gene/?term=347741
ENSG00000204501	PRAMEF15	PRAME family member 15	653619	https://www.ncbi.nlm.nih.gov/gene/?term=653619
ENSG00000203930	LINC00632	long intergenic non-protein coding RNA 632	286411	https://www.ncbi.nlm.nih.gov/gene/?term=286411
ENSG00000237208	LOC101928495	uncharacterized LOC101928495	101928495	https://www.ncbi.nlm.nih.gov/gene/?term=101928495
ENSG00000183072	NKX2-5	NK2 homeobox 5	1482	https://www.ncbi.nlm.nih.gov/gene/?term=1482
ENSG00000261787	TCF24	transcription factor 24	100129654	https://www.ncbi.nlm.nih.gov/gene/?term=100129654
ENSG00000215182	MUC5AC	mucin 5AC, oligomeric mucus/gel-forming	4586	https://www.ncbi.nlm.nih.gov/gene/?term=4586
ENSG00000171450	CDK5R2	cyclin dependent kinase 5 regulatory subunit 2	8941	https://www.ncbi.nlm.nih.gov/gene/?term=8941
ENSG00000110244	APOA4	apolipoprotein A4	337	https://www.ncbi.nlm.nih.gov/gene/?term=337
ENSG00000249378	LINC01060	long intergenic non-protein coding RNA 1060	401164	https://www.ncbi.nlm.nih.gov/gene/?term=401164
ENSG00000135222	CSN2	casein beta	1447	https://www.ncbi.nlm.nih.gov/gene/?term=1447
ENSG00000275340	FGD5P1	FYVE, RhoGEF and PH domain containing 5 pseudogene 1	100132526	https://www.ncbi.nlm.nih.gov/gene/?term=100132526
ENSG00000132164	SLC6A11	solute carrier family 6 member 11	6538	https://www.ncbi.nlm.nih.gov/gene/?term=6538
ENSG00000189127	ANKRD34B	ankyrin repeat domain 34B	340120	https://www.ncbi.nlm.nih.gov/gene/?term=340120
ENSG00000280424	LOC730668	dynein heavy chain -like pseudogene	730668	https://www.ncbi.nlm.nih.gov/gene/?term=730668
ENSG00000219926	LOC102723968	uncharacterized LOC102723968	102723968	https://www.ncbi.nlm.nih.gov/gene/?term=102723968
ENSG00000197360	ZNF98	zinc finger protein 98	148198	https://www.ncbi.nlm.nih.gov/gene/?term=148198
ENSG00000187268	FAM9C	family with sequence similarity 9 member C	171484	https://www.ncbi.nlm.nih.gov/gene/?term=171484
ENSG00000151834	GABRA2	gamma-aminobutyric acid type A receptor alpha2 subunit	2555	https://www.ncbi.nlm.nih.gov/gene/?term=2555
ENSG00000081138	CDH7	cadherin 7	1005	https://www.ncbi.nlm.nih.gov/gene/?term=1005
ENSG00000006659	LGALS14	galectin 14	56891	https://www.ncbi.nlm.nih.gov/gene/?term=56891
ENSG00000236013	LOC100507477	uncharacterized LOC100507477	100507477	https://www.ncbi.nlm.nih.gov/gene/?term=100507477
ENSG00000204382	XAGE1B	X antigen family member 1B	653067	https://www.ncbi.nlm.nih.gov/gene/?term=653067
ENSG00000069482	GAL	galanin and GMAP prepropeptide	51083	https://www.ncbi.nlm.nih.gov/gene/?term=51083
ENSG00000228127	LINC01649	long intergenic non-protein coding RNA 1649	101928995	https://www.ncbi.nlm.nih.gov/gene/?term=101928995
ENSG00000160505	NLRP4	NLR family pyrin domain containing 4	147945	https://www.ncbi.nlm.nih.gov/gene/?term=147945
ENSG00000233288	LOC101928401	uncharacterized LOC101928401	101928401	https://www.ncbi.nlm.nih.gov/gene/?term=101928401
ENSG00000123388	HOXC11	homeobox C11	3227	https://www.ncbi.nlm.nih.gov/gene/?term=3227
ENSG00000198354	DCAF12L2	DDB1 and CUL4 associated factor 12 like 2	340578	https://www.ncbi.nlm.nih.gov/gene/?term=340578
ENSG00000167355	OR51B5	olfactory receptor family 51 subfamily B member 5	282763	https://www.ncbi.nlm.nih.gov/gene/?term=282763
ENSG00000186895	FGF3	fibroblast growth factor 3	2248	https://www.ncbi.nlm.nih.gov/gene/?term=2248
ENSG00000186493	C5orf38	chromosome 5 open reading frame 38	153571	https://www.ncbi.nlm.nih.gov/gene/?term=153571
ENSG00000132746	ALDH3B2	aldehyde dehydrogenase 3 family member B2	222	https://www.ncbi.nlm.nih.gov/gene/?term=222
ENSG00000225110	PNMA6F	PNMA family member 6F	105373377	https://www.ncbi.nlm.nih.gov/gene/?term=105373377
ENSG00000171495	MROH2B	maestro heat like repeat family member 2B	133558	https://www.ncbi.nlm.nih.gov/gene/?term=133558
ENSG00000090402	SI	sucrase-isomaltase	6476	https://www.ncbi.nlm.nih.gov/gene/?term=6476
ENSG00000266729	DSG1-AS1	DSG1 antisense RNA 1	101927718	https://www.ncbi.nlm.nih.gov/gene/?term=101927718
ENSG00000125999	BPIFB1	BPI fold containing family B member 1	92747	https://www.ncbi.nlm.nih.gov/gene/?term=92747
ENSG00000143006	DMRTB1	DMRT like family B with proline rich C-terminal 1	63948	https://www.ncbi.nlm.nih.gov/gene/?term=63948
ENSG00000269791	SSX4B	SSX family member 4B	548313	https://www.ncbi.nlm.nih.gov/gene/?term=548313
ENSG00000102239	BRS3	bombesin receptor subtype 3	680	https://www.ncbi.nlm.nih.gov/gene/?term=680
ENSG00000228723	SRGAP3-AS2	SRGAP3 antisense RNA 2	101927416	https://www.ncbi.nlm.nih.gov/gene/?term=101927416
ENSG00000157965	SSX8P	SSX family member 8, pseudogene	280659	https://www.ncbi.nlm.nih.gov/gene/?term=280659
ENSG00000235643	LINC01647	long intergenic non-protein coding RNA 1647	101929181	https://www.ncbi.nlm.nih.gov/gene/?term=101929181
ENSG00000279220	GPR1-AS	GPR1 antisense RNA	101669764	https://www.ncbi.nlm.nih.gov/gene/?term=101669764
ENSG00000198183	BPIFA1	BPI fold containing family A member 1	51297	https://www.ncbi.nlm.nih.gov/gene/?term=51297
ENSG00000272975	MYHAS	myosin heavy chain gene cluster antisense RNA	100128560	https://www.ncbi.nlm.nih.gov/gene/?term=100128560
ENSG00000236446	CT47B1	cancer/testis antigen family 47, member B1	643311	https://www.ncbi.nlm.nih.gov/gene/?term=643311
ENSG00000205777	GAGE1	G antigen 1	2543	https://www.ncbi.nlm.nih.gov/gene/?term=2543
ENSG00000102837	OLFM4	olfactomedin 4	10562	https://www.ncbi.nlm.nih.gov/gene/?term=10562
ENSG00000204505	PRAMEF9	PRAME family member 9	343070	https://www.ncbi.nlm.nih.gov/gene/?term=343070
ENSG00000240922	LSAMP-AS1	LSAMP antisense RNA 1	101926903	https://www.ncbi.nlm.nih.gov/gene/?term=101926903
ENSG00000139915	MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2	161357	https://www.ncbi.nlm.nih.gov/gene/?term=161357
ENSG00000004848	ARX	aristaless related homeobox	170302	https://www.ncbi.nlm.nih.gov/gene/?term=170302
ENSG00000171804	WDR87	WD repeat domain 87	83889	https://www.ncbi.nlm.nih.gov/gene/?term=83889
ENSG00000174697	LEP	leptin	3952	https://www.ncbi.nlm.nih.gov/gene/?term=3952
ENSG00000246095	LINC01096	long intergenic non-protein coding RNA 1096	285548	https://www.ncbi.nlm.nih.gov/gene/?term=285548
ENSG00000229637	PRAC2	PRAC2 small nuclear protein	360205	https://www.ncbi.nlm.nih.gov/gene/?term=360205
ENSG00000178597	PSAPL1	prosaposin like 1 (gene/pseudogene)	768239	https://www.ncbi.nlm.nih.gov/gene/?term=768239
ENSG00000177414	UBE2U	ubiquitin conjugating enzyme E2 U	148581	https://www.ncbi.nlm.nih.gov/gene/?term=148581
ENSG00000180318	ALX1	ALX homeobox 1	8092	https://www.ncbi.nlm.nih.gov/gene/?term=8092
ENSG00000215834	FMO9P	flavin containing monooxygenase 9, pseudogene	116123	https://www.ncbi.nlm.nih.gov/gene/?term=116123
ENSG00000188056	TREML4	triggering receptor expressed on myeloid cells like 4	285852	https://www.ncbi.nlm.nih.gov/gene/?term=285852
ENSG00000103546	SLC6A2	solute carrier family 6 member 2	6530	https://www.ncbi.nlm.nih.gov/gene/?term=6530
ENSG00000279847	C8orf87	chromosome 8 open reading frame 87	389676	https://www.ncbi.nlm.nih.gov/gene/?term=389676
ENSG00000169064	ZBBX	zinc finger B-box domain containing	79740	https://www.ncbi.nlm.nih.gov/gene/?term=79740
ENSG00000137473	TTC29	tetratricopeptide repeat domain 29	83894	https://www.ncbi.nlm.nih.gov/gene/?term=83894
ENSG00000196748	CLPSL2	colipase like 2	389383	https://www.ncbi.nlm.nih.gov/gene/?term=389383
ENSG00000162763	LRRC52	leucine rich repeat containing 52	440699	https://www.ncbi.nlm.nih.gov/gene/?term=440699
ENSG00000040731	CDH10	cadherin 10	1008	https://www.ncbi.nlm.nih.gov/gene/?term=1008
ENSG00000275620	FLJ16779	uncharacterized LOC100192386	100192386	https://www.ncbi.nlm.nih.gov/gene/?term=100192386
ENSG00000146013	GFRA3	GDNF family receptor alpha 3	2676	https://www.ncbi.nlm.nih.gov/gene/?term=2676
ENSG00000179008	C14orf39	chromosome 14 open reading frame 39	317761	https://www.ncbi.nlm.nih.gov/gene/?term=317761
ENSG00000251273	LINC02228	long intergenic non-protein coding RNA 2228	105374694	https://www.ncbi.nlm.nih.gov/gene/?term=105374694
ENSG00000227145	IL21-AS1	IL21 antisense RNA 1	100996941	https://www.ncbi.nlm.nih.gov/gene/?term=100996941
ENSG00000239810	PRAMEF11	PRAME family member 11	440560	https://www.ncbi.nlm.nih.gov/gene/?term=440560
ENSG00000239589	LINC00879	long intergenic non-protein coding RNA 879	255025	https://www.ncbi.nlm.nih.gov/gene/?term=255025
ENSG00000255007	LINC02489	long intergenic non-protein coding RNA 2489	101928919	https://www.ncbi.nlm.nih.gov/gene/?term=101928919
ENSG00000119614	VSX2	visual system homeobox 2	338917	https://www.ncbi.nlm.nih.gov/gene/?term=338917
ENSG00000169548	ZNF280A	zinc finger protein 280A	129025	https://www.ncbi.nlm.nih.gov/gene/?term=129025
ENSG00000255042	LOC441601	NA	441601	https://www.ncbi.nlm.nih.gov/gene/?term=441601
ENSG00000145087	STXBP5L	syntaxin binding protein 5 like	9515	https://www.ncbi.nlm.nih.gov/gene/?term=9515
ENSG00000170044	ZPLD1	zona pellucida like domain containing 1	131368	https://www.ncbi.nlm.nih.gov/gene/?term=131368
ENSG00000255772	LINC01479	long intergenic non-protein coding RNA 1479	101927922	https://www.ncbi.nlm.nih.gov/gene/?term=101927922
ENSG00000110148	CCKBR	cholecystokinin B receptor	887	https://www.ncbi.nlm.nih.gov/gene/?term=887
ENSG00000188816	HMX2	H6 family homeobox 2	3167	https://www.ncbi.nlm.nih.gov/gene/?term=3167
ENSG00000175699	CCDC197	coiled-coil domain containing 197	256369	https://www.ncbi.nlm.nih.gov/gene/?term=256369
ENSG00000117983	MUC5B	mucin 5B, oligomeric mucus/gel-forming	727897	https://www.ncbi.nlm.nih.gov/gene/?term=727897
ENSG00000177519	RPRM	reprimo, TP53 dependent G2 arrest mediator homolog	56475	https://www.ncbi.nlm.nih.gov/gene/?term=56475
ENSG00000115263	GCG	glucagon	2641	https://www.ncbi.nlm.nih.gov/gene/?term=2641
ENSG00000166006	KCNC2	potassium voltage-gated channel subfamily C member 2	3747	https://www.ncbi.nlm.nih.gov/gene/?term=3747
ENSG00000204603	LINC01257	long intergenic non-protein coding RNA 1257	116437	https://www.ncbi.nlm.nih.gov/gene/?term=116437
ENSG00000153292	ADGRF1	adhesion G protein-coupled receptor F1	266977	https://www.ncbi.nlm.nih.gov/gene/?term=266977
ENSG00000167104	BPIFB6	BPI fold containing family B member 6	128859	https://www.ncbi.nlm.nih.gov/gene/?term=128859
ENSG00000118245	TNP1	transition protein 1	7141	https://www.ncbi.nlm.nih.gov/gene/?term=7141
ENSG00000258754	LOC105369203	uncharacterized LOC105369203	105369203	https://www.ncbi.nlm.nih.gov/gene/?term=105369203
ENSG00000168539	CHRM1	cholinergic receptor muscarinic 1	1128	https://www.ncbi.nlm.nih.gov/gene/?term=1128
ENSG00000203989	RHOXF2B	Rhox homeobox family member 2B	727940	https://www.ncbi.nlm.nih.gov/gene/?term=727940
ENSG00000182601	HS3ST4	heparan sulfate-glucosamine 3-sulfotransferase 4	9951	https://www.ncbi.nlm.nih.gov/gene/?term=9951
ENSG00000232001	LOC107985932	uncharacterized LOC107985932	107985932	https://www.ncbi.nlm.nih.gov/gene/?term=107985932
ENSG00000196119	OR8A1	olfactory receptor family 8 subfamily A member 1	390275	https://www.ncbi.nlm.nih.gov/gene/?term=390275
ENSG00000131721	RHOXF2	Rhox homeobox family member 2	84528	https://www.ncbi.nlm.nih.gov/gene/?term=84528
ENSG00000120210	INSL6	insulin like 6	11172	https://www.ncbi.nlm.nih.gov/gene/?term=11172
ENSG00000174562	KLK15	kallikrein related peptidase 15	55554	https://www.ncbi.nlm.nih.gov/gene/?term=55554
ENSG00000124490	CRISP2	cysteine rich secretory protein 2	7180	https://www.ncbi.nlm.nih.gov/gene/?term=7180
ENSG00000214513	NOTO	notochord homeobox	344022	https://www.ncbi.nlm.nih.gov/gene/?term=344022
ENSG00000064195	DLX3	distal-less homeobox 3	1747	https://www.ncbi.nlm.nih.gov/gene/?term=1747
ENSG00000248307	LINC00616	long intergenic non-protein coding RNA 616	641365	https://www.ncbi.nlm.nih.gov/gene/?term=641365
ENSG00000165973	NELL1	neural EGFL like 1	4745	https://www.ncbi.nlm.nih.gov/gene/?term=4745
ENSG00000168267	PTF1A	pancreas associated transcription factor 1a	256297	https://www.ncbi.nlm.nih.gov/gene/?term=256297
ENSG00000257588	LOC101927318	uncharacterized LOC101927318	101927318	https://www.ncbi.nlm.nih.gov/gene/?term=101927318
ENSG00000065609	SNAP91	synaptosome associated protein 91	9892	https://www.ncbi.nlm.nih.gov/gene/?term=9892
ENSG00000147571	CRH	corticotropin releasing hormone	1392	https://www.ncbi.nlm.nih.gov/gene/?term=1392
ENSG00000213931	HBE1	hemoglobin subunit epsilon 1	3046	https://www.ncbi.nlm.nih.gov/gene/?term=3046
ENSG00000242599	CSAG4	CSAG family member 4 (pseudogene)	100130935	https://www.ncbi.nlm.nih.gov/gene/?term=100130935
ENSG00000268447	SSX2B	SSX family member 2B	727837	https://www.ncbi.nlm.nih.gov/gene/?term=727837
ENSG00000143469	SYT14	synaptotagmin 14	255928	https://www.ncbi.nlm.nih.gov/gene/?term=255928
ENSG00000250447	LINC02105	long intergenic non-protein coding RNA 2105	105378966	https://www.ncbi.nlm.nih.gov/gene/?term=105378966
ENSG00000169900	PYDC1	pyrin domain containing 1	260434	https://www.ncbi.nlm.nih.gov/gene/?term=260434
ENSG00000203877	RIPPLY2	ripply transcriptional repressor 2	134701	https://www.ncbi.nlm.nih.gov/gene/?term=134701
ENSG00000275874	PICSAR	P38 inhibited cutaneous squamous cell carcinoma associated lincRNA	378825	https://www.ncbi.nlm.nih.gov/gene/?term=378825
ENSG00000223760	MED15P9	mediator complex subunit 15 pseudogene 9	285103	https://www.ncbi.nlm.nih.gov/gene/?term=285103
ENSG00000168925	CTRB1	chymotrypsinogen B1	1504	https://www.ncbi.nlm.nih.gov/gene/?term=1504
ENSG00000224294	PINCR	p53-induced noncoding RNA	101927501	https://www.ncbi.nlm.nih.gov/gene/?term=101927501
ENSG00000168903	BTNL3	butyrophilin like 3	10917	https://www.ncbi.nlm.nih.gov/gene/?term=10917
ENSG00000205678	TECRL	trans-2,3-enoyl-CoA reductase like	253017	https://www.ncbi.nlm.nih.gov/gene/?term=253017
ENSG00000178462	TUBAL3	tubulin alpha like 3	79861	https://www.ncbi.nlm.nih.gov/gene/?term=79861
ENSG00000187806	TMEM202	transmembrane protein 202	338949	https://www.ncbi.nlm.nih.gov/gene/?term=338949
ENSG00000172789	HOXC5	homeobox C5	3222	https://www.ncbi.nlm.nih.gov/gene/?term=3222
ENSG00000204688	OR2H1	olfactory receptor family 2 subfamily H member 1	26716	https://www.ncbi.nlm.nih.gov/gene/?term=26716
ENSG00000169271	HSPB3	heat shock protein family B (small) member 3	8988	https://www.ncbi.nlm.nih.gov/gene/?term=8988
ENSG00000253165	LOC101927798	uncharacterized LOC101927798	101927798	https://www.ncbi.nlm.nih.gov/gene/?term=101927798
ENSG00000075891	PAX2	paired box 2	5076	https://www.ncbi.nlm.nih.gov/gene/?term=5076
ENSG00000225180	PVALEF	parvalbumin like EF-hand containing	388428	https://www.ncbi.nlm.nih.gov/gene/?term=388428
ENSG00000257127	CLLU1	chronic lymphocytic leukemia up-regulated 1	574028	https://www.ncbi.nlm.nih.gov/gene/?term=574028
ENSG00000007306	CEACAM7	carcinoembryonic antigen related cell adhesion molecule 7	1087	https://www.ncbi.nlm.nih.gov/gene/?term=1087
ENSG00000226317	LINC00351	long intergenic non-protein coding RNA 351	100874137	https://www.ncbi.nlm.nih.gov/gene/?term=100874137
ENSG00000277268	LHX1-DT	LHX1 divergent transcript	102723471	https://www.ncbi.nlm.nih.gov/gene/?term=102723471
ENSG00000115593	SMYD1	SET and MYND domain containing 1	150572	https://www.ncbi.nlm.nih.gov/gene/?term=150572
ENSG00000233515	LINC01518	long intergenic non-protein coding RNA 1518	101929397	https://www.ncbi.nlm.nih.gov/gene/?term=101929397
ENSG00000147246	HTR2C	5-hydroxytryptamine receptor 2C	3358	https://www.ncbi.nlm.nih.gov/gene/?term=3358
ENSG00000222030	LINC01793	long intergenic non-protein coding RNA 1793	101927285	https://www.ncbi.nlm.nih.gov/gene/?term=101927285
ENSG00000164796	CSMD3	CUB and Sushi multiple domains 3	114788	https://www.ncbi.nlm.nih.gov/gene/?term=114788
ENSG00000250546	LOC101928978	uncharacterized LOC101928978	101928978	https://www.ncbi.nlm.nih.gov/gene/?term=101928978
ENSG00000225206	MIR137HG	MIR137 host gene	400765	https://www.ncbi.nlm.nih.gov/gene/?term=400765
ENSG00000165509	MAGEC3	MAGE family member C3	139081	https://www.ncbi.nlm.nih.gov/gene/?term=139081
ENSG00000173404	INSM1	INSM transcriptional repressor 1	3642	https://www.ncbi.nlm.nih.gov/gene/?term=3642
ENSG00000226869	LHFPL3-AS1	LHFPL3 antisense RNA 1	645591	https://www.ncbi.nlm.nih.gov/gene/?term=645591
ENSG00000107831	FGF8	fibroblast growth factor 8	2253	https://www.ncbi.nlm.nih.gov/gene/?term=2253
ENSG00000138083	SIX3	SIX homeobox 3	6496	https://www.ncbi.nlm.nih.gov/gene/?term=6496
ENSG00000154611	PSMA8	proteasome subunit alpha 8	143471	https://www.ncbi.nlm.nih.gov/gene/?term=143471
ENSG00000231107	LINC01508	long intergenic non-protein coding RNA 1508	101927873	https://www.ncbi.nlm.nih.gov/gene/?term=101927873
ENSG00000269586	CT45A10	cancer/testis antigen family 45 member A10	102723631	https://www.ncbi.nlm.nih.gov/gene/?term=102723631
ENSG00000261239	ANKRD26P1	ankyrin repeat domain 26 pseudogene 1	124149	https://www.ncbi.nlm.nih.gov/gene/?term=124149
ENSG00000231918	LOC730100	uncharacterized LOC730100	730100	https://www.ncbi.nlm.nih.gov/gene/?term=730100
ENSG00000109061	MYH1	myosin heavy chain 1	4619	https://www.ncbi.nlm.nih.gov/gene/?term=4619
ENSG00000230257	NFE4	nuclear factor, erythroid 4	58160	https://www.ncbi.nlm.nih.gov/gene/?term=58160
ENSG00000248329	APELA	apelin receptor early endogenous ligand	100506013	https://www.ncbi.nlm.nih.gov/gene/?term=100506013
ENSG00000164363	SLC6A18	solute carrier family 6 member 18	348932	https://www.ncbi.nlm.nih.gov/gene/?term=348932
ENSG00000171819	ANGPTL7	angiopoietin like 7	10218	https://www.ncbi.nlm.nih.gov/gene/?term=10218
ENSG00000181433	SAGE1	sarcoma antigen 1	55511	https://www.ncbi.nlm.nih.gov/gene/?term=55511
ENSG00000197123	ZNF679	zinc finger protein 679	168417	https://www.ncbi.nlm.nih.gov/gene/?term=168417
ENSG00000128713	HOXD11	homeobox D11	3237	https://www.ncbi.nlm.nih.gov/gene/?term=3237
ENSG00000205057	CLLU1OS	chronic lymphocytic leukemia up-regulated 1 opposite strand	574016	https://www.ncbi.nlm.nih.gov/gene/?term=574016
ENSG00000132446	FTHL17	ferritin heavy chain like 17	53940	https://www.ncbi.nlm.nih.gov/gene/?term=53940
ENSG00000168959	GRM5	glutamate metabotropic receptor 5	2915	https://www.ncbi.nlm.nih.gov/gene/?term=2915
ENSG00000258231	LOC100506869	uncharacterized LOC100506869	100506869	https://www.ncbi.nlm.nih.gov/gene/?term=100506869
ENSG00000204019	CT83	cancer/testis antigen 83	203413	https://www.ncbi.nlm.nih.gov/gene/?term=203413
ENSG00000235180	LINC00601	long intergenic non-protein coding RNA 601	101101772	https://www.ncbi.nlm.nih.gov/gene/?term=101101772
ENSG00000231421	LOC101927093	uncharacterized LOC101927093	101927093	https://www.ncbi.nlm.nih.gov/gene/?term=101927093
ENSG00000162494	LRRC38	leucine rich repeat containing 38	126755	https://www.ncbi.nlm.nih.gov/gene/?term=126755
ENSG00000249534	LINC01258	long intergenic non-protein coding RNA 1258	101928776	https://www.ncbi.nlm.nih.gov/gene/?term=101928776
ENSG00000223614	ZNF735	zinc finger protein 735	730291	https://www.ncbi.nlm.nih.gov/gene/?term=730291
ENSG00000145526	CDH18	cadherin 18	1016	https://www.ncbi.nlm.nih.gov/gene/?term=1016
ENSG00000224153	LINC02054	long intergenic non-protein coding RNA 2054	105374250	https://www.ncbi.nlm.nih.gov/gene/?term=105374250
ENSG00000117598	PLPPR5	phospholipid phosphatase related 5	163404	https://www.ncbi.nlm.nih.gov/gene/?term=163404
ENSG00000187416	LHFPL3	LHFPL tetraspan subfamily member 3	375612	https://www.ncbi.nlm.nih.gov/gene/?term=375612
ENSG00000245832	MIR4300HG	MIR4300 host gene	101928989	https://www.ncbi.nlm.nih.gov/gene/?term=101928989
ENSG00000161992	PRR35	proline rich 35	146325	https://www.ncbi.nlm.nih.gov/gene/?term=146325
ENSG00000177551	NHLH2	nescient helix-loop-helix 2	4808	https://www.ncbi.nlm.nih.gov/gene/?term=4808
ENSG00000249082	C5orf66-AS1	C5orf66 antisense RNA 1	101927953	https://www.ncbi.nlm.nih.gov/gene/?term=101927953
ENSG00000168757	TSPY2	testis specific protein Y-linked 2	64591	https://www.ncbi.nlm.nih.gov/gene/?term=64591
ENSG00000233238	DEFA9P	defensin alpha 9, pseudogene	449492	https://www.ncbi.nlm.nih.gov/gene/?term=449492
ENSG00000177689	MAGEB10	MAGE family member B10	139422	https://www.ncbi.nlm.nih.gov/gene/?term=139422
ENSG00000237463	LRRC52-AS1	LRRC52 antisense RNA 1	400794	https://www.ncbi.nlm.nih.gov/gene/?term=400794
ENSG00000234493	RHOXF1P1	Rhox homeobox family member 1 pseudogene 1	101928941	https://www.ncbi.nlm.nih.gov/gene/?term=101928941
ENSG00000214929	SPATA31D1	SPATA31 subfamily D member 1	389763	https://www.ncbi.nlm.nih.gov/gene/?term=389763
ENSG00000171487	NLRP5	NLR family pyrin domain containing 5	126206	https://www.ncbi.nlm.nih.gov/gene/?term=126206
ENSG00000165066	NKX6-3	NK6 homeobox 3	157848	https://www.ncbi.nlm.nih.gov/gene/?term=157848
ENSG00000143954	REG3G	regenerating family member 3 gamma	130120	https://www.ncbi.nlm.nih.gov/gene/?term=130120
ENSG00000082482	KCNK2	potassium two pore domain channel subfamily K member 2	3776	https://www.ncbi.nlm.nih.gov/gene/?term=3776
